feature,importance
24_1_6_lag_12,1.4034757e-05
21_2_16_rolling_std_6,1.4032386e-05
23_2_12_lag_24,1.40317015e-05
8_1_1_rolling_3,1.4028068e-05
10_2_27_rolling_std_24,1.4027335e-05
28_2_0_rolling_24,1.4022795e-05
17_1_12_lag_24,1.40173825e-05
14_1_4_rolling_std_24,1.4016883e-05
7_1_1_rolling_6,1.4016636e-05
8_2_8_lag_1,1.4005257e-05
22_0_16_lag_1,1.4004636e-05
26_0_13_rolling_12,1.4004296e-05
5_0_1_lag_168,1.4003e-05
27_0_10_lag_1,1.4001e-05
2_2_0_rolling_24,1.3999854e-05
1_1_5_rolling_12,1.3999614e-05
18_0_5_lag_168,1.399683e-05
18_2_10_rolling_std_24,1.3995497e-05
16_1_9_rolling_3,1.3994007e-05
5_2_15_rolling_std_24,1.399254e-05
13_2_21_lag_1,1.3991703e-05
26_0_2_rolling_3,1.3989613e-05
28_2_26_lag_6,1.3989299e-05
18_0_5_rolling_6,1.3985045e-05
7_0_7_lag_1,1.3974846e-05
12_0_19_lag_6,1.3974358e-05
14_1_14_lag_168,1.3972772e-05
12_0_10_lag_168,1.397046e-05
1_2_17_rolling_std_24,1.396704e-05
27_0_30_lag_1,1.39652075e-05
25_1_15_rolling_3,1.3952925e-05
29_2_0_lag_6,1.3952017e-05
18_2_29_lag_168,1.394797e-05
22_0_11_lag_168,1.3940163e-05
23_1_9_rolling_6,1.3936475e-05
9_2_13_rolling_std_6,1.3931602e-05
1_2_5_rolling_6,1.3922637e-05
19_2_18_rolling_std_6,1.3922228e-05
0_0_14_lag_12,1.3921206e-05
7_1_18_lag_168,1.3919866e-05
4_0_7_lag_24,1.3917896e-05
12_2_7_rolling_std_24,1.3915202e-05
22_1_30_lag_1,1.3912737e-05
4_1_2_rolling_std_24,1.39126905e-05
9_2_11_lag_1,1.39039e-05
19_2_3_rolling_3,1.3897189e-05
0_2_29_rolling_std_24,1.3892805e-05
26_0_11_rolling_std_24,1.3889253e-05
9_0_19_lag_168,1.3885875e-05
13_1_0_lag_12,1.3881862e-05
21_2_31_lag_1,1.3881053e-05
22_2_23_lag_24,1.3869299e-05
4_0_21_lag_1,1.3868779e-05
25_2_8_lag_168,1.3853999e-05
28_2_26_lag_24,1.384895e-05
29_0_28_rolling_12,1.3840403e-05
28_0_19_lag_24,1.3839649e-05
8_1_23_lag_1,1.3839607e-05
29_0_31_lag_24,1.383559e-05
22_0_17_rolling_12,1.3835389e-05
21_0_24_rolling_std_24,1.3833728e-05
16_2_31_rolling_std_24,1.3820336e-05
3_1_13_rolling_std_24,1.3800344e-05
2_2_25_rolling_3,1.3795735e-05
25_2_13_rolling_std_6,1.3790237e-05
18_1_17_rolling_6,1.3787349e-05
20_2_24_lag_1,1.37860025e-05
14_2_18_lag_12,1.378128e-05
2_2_28_rolling_std_6,1.3775748e-05
18_2_21_rolling_6,1.3773731e-05
25_0_22_lag_24,1.3771097e-05
24_1_13_rolling_std_24,1.376845e-05
5_1_10_rolling_std_6,1.3765021e-05
0_1_24_lag_168,1.3759134e-05
15_2_11_lag_168,1.3749033e-05
11_0_11_lag_6,1.3746965e-05
12_2_5_rolling_std_6,1.37460265e-05
0_1_1_rolling_3,1.374559e-05
9_0_10_lag_168,1.3744094e-05
19_2_20_rolling_std_6,1.3743378e-05
10_1_15_lag_12,1.37400475e-05
29_2_2_rolling_3,1.373984e-05
3_0_25_rolling_std_6,1.3735342e-05
25_0_1_lag_1,1.3730852e-05
21_0_16_lag_168,1.3729738e-05
28_1_23_lag_168,1.3729558e-05
25_2_19_lag_168,1.3728548e-05
9_0_23_rolling_3,1.3722253e-05
16_1_19_rolling_6,1.3715325e-05
27_2_13_lag_6,1.3711822e-05
4_2_18_lag_12,1.3707041e-05
13_1_25_lag_168,1.3706899e-05
14_2_24_lag_1,1.3706569e-05
10_2_0_lag_12,1.3703295e-05
16_2_9_lag_1,1.3703022e-05
13_2_3_lag_12,1.3700886e-05
3_0_17_lag_168,1.369915e-05
6_0_21_rolling_6,1.3696158e-05
1_1_6_rolling_12,1.3689294e-05
17_2_13_rolling_3,1.3684139e-05
22_0_26_lag_168,1.3679758e-05
27_2_21_lag_24,1.3679748e-05
22_1_12_lag_24,1.3679635e-05
13_2_11_rolling_3,1.3677769e-05
12_0_14_lag_24,1.3673528e-05
1_1_10_rolling_3,1.3670302e-05
14_1_14_lag_6,1.3662784e-05
24_0_26_lag_168,1.3662318e-05
29_2_1_lag_168,1.3656811e-05
2_2_18_lag_168,1.3655089e-05
17_2_3_rolling_3,1.365488e-05
12_2_19_lag_12,1.3654398e-05
26_0_19_lag_168,1.365332e-05
12_1_23_rolling_std_6,1.3652888e-05
24_1_9_rolling_12,1.3650752e-05
13_1_10_rolling_std_24,1.3650473e-05
0_1_19_rolling_3,1.3649478e-05
8_0_20_lag_12,1.3646524e-05
16_1_12_lag_12,1.3646059e-05
4_2_21_rolling_12,1.3639914e-05
18_0_20_lag_6,1.3639551e-05
28_0_22_rolling_12,1.3638606e-05
28_2_21_rolling_6,1.36337985e-05
17_1_9_rolling_3,1.3626267e-05
2_1_26_rolling_std_24,1.3619745e-05
7_1_29_rolling_6,1.3617035e-05
4_0_12_rolling_std_6,1.3614399e-05
17_0_7_rolling_std_24,1.3611603e-05
16_0_1_rolling_24,1.3606453e-05
14_1_14_rolling_6,1.3604632e-05
16_1_14_rolling_3,1.36046165e-05
21_0_21_rolling_12,1.35963355e-05
19_2_6_lag_168,1.3575071e-05
24_0_1_lag_1,1.3570472e-05
26_0_19_rolling_24,1.3563855e-05
0_2_11_rolling_std_24,1.3563837e-05
7_1_26_rolling_12,1.3563461e-05
11_2_13_lag_12,1.3559743e-05
4_1_4_rolling_std_6,1.3558443e-05
7_0_6_rolling_6,1.3557773e-05
19_2_17_lag_1,1.35517375e-05
19_2_9_lag_24,1.3550528e-05
11_2_8_rolling_3,1.3538412e-05
0_0_25_rolling_6,1.3532565e-05
5_2_2_rolling_24,1.3531075e-05
26_1_19_rolling_6,1.35309965e-05
14_0_13_rolling_24,1.3530107e-05
20_2_30_lag_168,1.3528582e-05
0_2_10_rolling_6,1.3525997e-05
8_1_8_rolling_6,1.3520817e-05
21_1_7_rolling_std_24,1.3516665e-05
26_0_9_lag_1,1.3509345e-05
16_1_19_rolling_3,1.3506846e-05
17_1_16_rolling_24,1.3506153e-05
1_1_15_rolling_std_6,1.3505503e-05
14_0_10_rolling_12,1.3491214e-05
16_2_11_lag_24,1.3490439e-05
19_2_19_rolling_24,1.3488313e-05
18_2_29_rolling_std_24,1.3486708e-05
4_0_2_rolling_3,1.3480789e-05
7_2_31_rolling_6,1.3480692e-05
10_1_0_rolling_12,1.3477886e-05
11_0_5_lag_12,1.3477181e-05
23_2_15_lag_24,1.3475375e-05
21_2_21_rolling_std_6,1.3471816e-05
29_0_9_lag_168,1.3469764e-05
15_2_27_rolling_3,1.3467861e-05
24_2_16_rolling_std_6,1.346175e-05
18_2_3_rolling_12,1.3452866e-05
26_2_14_lag_168,1.34513075e-05
18_0_6_lag_168,1.3449083e-05
17_2_26_rolling_6,1.3440847e-05
22_2_26_rolling_std_6,1.3438948e-05
7_1_1_rolling_std_6,1.3438849e-05
18_0_22_rolling_3,1.3436676e-05
0_2_20_rolling_std_24,1.3432974e-05
1_2_13_lag_1,1.3422448e-05
3_0_16_lag_1,1.342167e-05
4_2_11_lag_24,1.3421225e-05
7_0_1_rolling_12,1.3416567e-05
12_2_9_lag_168,1.3414684e-05
19_0_6_rolling_12,1.3411704e-05
8_0_20_lag_168,1.34025295e-05
15_2_19_rolling_std_6,1.3399962e-05
26_1_29_rolling_3,1.3399199e-05
16_1_7_rolling_std_6,1.3399155e-05
27_1_9_lag_168,1.3397494e-05
4_0_18_rolling_6,1.3396776e-05
29_0_23_lag_12,1.3396492e-05
1_2_7_lag_12,1.3393781e-05
23_1_22_rolling_3,1.3392716e-05
9_0_22_lag_1,1.3392656e-05
20_2_28_lag_12,1.3389854e-05
7_2_29_lag_24,1.3389388e-05
1_1_10_lag_6,1.33867325e-05
13_0_10_rolling_6,1.3382832e-05
1_0_16_rolling_std_24,1.3375837e-05
11_1_24_rolling_3,1.33722515e-05
5_1_15_rolling_6,1.3371803e-05
21_0_15_rolling_24,1.3369953e-05
21_0_1_rolling_std_6,1.3365247e-05
25_1_6_rolling_3,1.3360385e-05
27_0_4_lag_24,1.3360357e-05
0_1_20_lag_168,1.3359772e-05
15_2_3_rolling_3,1.3356554e-05
0_2_18_lag_12,1.3353913e-05
16_1_22_rolling_6,1.3352409e-05
7_2_1_lag_6,1.3346402e-05
9_2_21_rolling_6,1.3339466e-05
9_1_0_rolling_12,1.3338783e-05
28_0_25_rolling_3,1.3334193e-05
26_2_10_rolling_6,1.3333696e-05
12_0_19_rolling_std_6,1.3332373e-05
29_1_28_lag_6,1.3326268e-05
9_0_18_rolling_std_6,1.3324999e-05
27_1_25_rolling_6,1.3319901e-05
18_1_13_rolling_std_6,1.3318686e-05
10_0_4_lag_24,1.3317418e-05
19_1_1_rolling_6,1.3317115e-05
15_2_28_lag_24,1.3314904e-05
4_2_7_lag_6,1.33144085e-05
15_0_29_lag_1,1.33116455e-05
21_2_7_lag_168,1.3306735e-05
20_2_19_rolling_6,1.3306347e-05
28_0_11_rolling_std_6,1.3305527e-05
7_1_23_rolling_std_24,1.3304379e-05
3_2_7_rolling_12,1.3304304e-05
28_2_18_rolling_24,1.3303058e-05
28_0_6_lag_6,1.3302137e-05
4_0_0_lag_12,1.330078e-05
27_0_11_rolling_3,1.3300657e-05
11_0_24_rolling_std_24,1.3299406e-05
20_2_14_rolling_6,1.3297457e-05
3_0_31_rolling_24,1.3291685e-05
20_2_10_lag_6,1.3288989e-05
21_1_24_rolling_6,1.3288791e-05
9_0_16_rolling_std_24,1.328553e-05
1_1_15_lag_168,1.3279356e-05
19_1_25_rolling_std_24,1.3278512e-05
25_0_21_rolling_3,1.3278101e-05
11_2_8_lag_6,1.327546e-05
25_1_19_rolling_24,1.3272325e-05
10_2_18_lag_6,1.3257689e-05
5_0_1_lag_24,1.3253903e-05
16_0_0_rolling_3,1.3253497e-05
19_0_29_lag_168,1.3252715e-05
28_0_31_rolling_std_6,1.3252399e-05
8_1_15_rolling_3,1.3246891e-05
12_0_10_lag_12,1.3246103e-05
25_0_5_rolling_12,1.3244109e-05
18_0_20_rolling_6,1.3243359e-05
23_1_2_lag_168,1.3243182e-05
23_0_11_lag_24,1.3243009e-05
4_2_13_rolling_12,1.3241488e-05
17_1_9_rolling_24,1.3241042e-05
28_2_5_lag_168,1.3240411e-05
27_1_31_rolling_3,1.3234759e-05
14_0_6_rolling_24,1.32338155e-05
0_0_1_rolling_3,1.3233325e-05
4_1_19_rolling_3,1.3231531e-05
15_1_0_rolling_std_24,1.323004e-05
8_2_9_lag_6,1.3224344e-05
4_0_13_lag_12,1.3221537e-05
12_2_10_lag_24,1.3218509e-05
22_0_17_rolling_std_6,1.3217951e-05
5_0_9_lag_24,1.32157675e-05
28_2_18_rolling_12,1.3214587e-05
15_0_15_rolling_24,1.3209837e-05
15_0_18_lag_6,1.3205834e-05
21_0_21_rolling_std_6,1.3203632e-05
20_2_3_rolling_6,1.3198628e-05
21_1_21_rolling_6,1.3197274e-05
20_1_3_rolling_12,1.319466e-05
20_2_11_lag_1,1.318916e-05
28_2_22_rolling_12,1.3180553e-05
13_0_3_lag_12,1.3179585e-05
18_2_10_rolling_6,1.31752895e-05
1_0_17_lag_24,1.3171533e-05
24_1_29_rolling_12,1.3168896e-05
20_0_1_lag_12,1.3168859e-05
28_0_31_lag_12,1.3168552e-05
9_1_2_rolling_std_6,1.3165486e-05
2_2_11_lag_168,1.3163626e-05
17_2_7_lag_168,1.3158834e-05
21_0_13_lag_168,1.3157799e-05
6_1_20_rolling_3,1.3156669e-05
11_2_11_lag_6,1.3150471e-05
15_0_8_rolling_std_6,1.3148042e-05
19_0_2_rolling_std_6,1.314417e-05
10_1_19_lag_168,1.31421675e-05
18_1_12_rolling_6,1.3139966e-05
9_1_3_rolling_3,1.3130037e-05
19_2_23_lag_12,1.31287525e-05
17_1_17_rolling_12,1.3124301e-05
12_0_5_rolling_6,1.3120691e-05
4_2_2_lag_6,1.3119248e-05
22_1_17_rolling_12,1.3118458e-05
7_2_24_rolling_6,1.3118457e-05
25_2_18_rolling_24,1.3118439e-05
23_2_19_lag_1,1.3116977e-05
18_2_25_rolling_3,1.3116969e-05
19_0_11_rolling_std_6,1.31123425e-05
8_2_30_rolling_std_6,1.3111482e-05
13_1_26_lag_168,1.3110263e-05
13_2_10_rolling_6,1.3106624e-05
4_2_8_rolling_std_24,1.3097769e-05
16_1_15_rolling_12,1.3093885e-05
4_1_21_rolling_std_6,1.3091429e-05
12_2_28_rolling_std_6,1.30864155e-05
22_0_3_rolling_24,1.3081967e-05
27_0_11_rolling_std_24,1.3079974e-05
0_0_22_lag_1,1.3079905e-05
7_0_26_lag_12,1.307837e-05
13_1_19_rolling_3,1.3077863e-05
22_1_21_lag_24,1.3077724e-05
23_2_24_rolling_std_24,1.3076183e-05
2_2_25_lag_6,1.3073292e-05
11_0_6_rolling_std_24,1.3063479e-05
7_0_23_rolling_std_6,1.3062714e-05
21_0_13_lag_24,1.3058882e-05
27_2_22_lag_1,1.305681e-05
28_2_7_rolling_24,1.30524095e-05
2_2_13_lag_1,1.3049068e-05
3_2_31_rolling_24,1.3048197e-05
15_2_24_rolling_std_6,1.3040022e-05
29_2_27_lag_1,1.3035129e-05
22_2_17_lag_6,1.303156e-05
21_0_22_lag_12,1.30259705e-05
17_1_2_rolling_3,1.302319e-05
10_2_14_lag_168,1.3019542e-05
4_1_15_lag_6,1.30192975e-05
16_0_18_lag_6,1.3015202e-05
2_0_29_rolling_std_6,1.3014522e-05
3_1_0_lag_1,1.3007074e-05
16_0_7_lag_6,1.3004568e-05
23_1_28_lag_12,1.3000063e-05
15_1_6_rolling_std_6,1.2996109e-05
20_0_5_lag_1,1.2993986e-05
22_0_9_lag_1,1.2985684e-05
16_1_2_lag_1,1.2984948e-05
18_2_6_lag_24,1.2983802e-05
16_2_20_lag_24,1.2982996e-05
3_2_24_rolling_6,1.2981823e-05
8_0_6_rolling_3,1.2976632e-05
15_0_13_rolling_6,1.2975615e-05
21_2_22_rolling_3,1.2973957e-05
22_0_18_rolling_std_6,1.2973056e-05
7_0_3_lag_24,1.2970294e-05
16_0_29_lag_1,1.2970095e-05
26_0_3_rolling_3,1.2969838e-05
15_2_13_lag_24,1.2969536e-05
22_1_20_rolling_std_6,1.2962576e-05
5_0_2_rolling_12,1.29560285e-05
0_0_10_rolling_3,1.2955765e-05
11_0_2_rolling_24,1.29550945e-05
12_2_30_lag_1,1.2950627e-05
14_1_21_lag_6,1.2950326e-05
12_2_27_rolling_6,1.2944019e-05
29_0_3_lag_168,1.2942594e-05
17_2_7_rolling_12,1.2939579e-05
23_1_13_lag_6,1.2932344e-05
21_1_26_rolling_12,1.2924924e-05
22_2_6_rolling_std_6,1.2922513e-05
17_2_7_rolling_3,1.2921413e-05
4_2_14_rolling_12,1.292138e-05
17_0_15_rolling_3,1.2921299e-05
15_1_12_lag_12,1.2909753e-05
16_1_20_rolling_12,1.2906006e-05
20_1_11_rolling_3,1.2903742e-05
19_2_21_rolling_std_6,1.2902724e-05
6_0_20_rolling_6,1.2900765e-05
4_1_27_lag_24,1.2899589e-05
13_2_26_lag_168,1.28992915e-05
3_1_23_rolling_std_24,1.2896629e-05
7_2_5_lag_168,1.2894552e-05
6_1_9_rolling_12,1.2893528e-05
25_2_26_lag_168,1.2884586e-05
0_2_1_lag_168,1.2877158e-05
14_0_21_rolling_std_6,1.28669335e-05
24_0_8_lag_168,1.28662805e-05
25_2_24_lag_6,1.2861566e-05
1_1_4_lag_6,1.2859397e-05
1_1_8_rolling_12,1.2851973e-05
7_1_23_lag_12,1.2850444e-05
29_0_14_rolling_std_6,1.2850134e-05
9_1_7_lag_12,1.2844482e-05
27_0_29_lag_168,1.2842761e-05
22_2_19_lag_24,1.2842467e-05
14_0_0_lag_168,1.2841377e-05
11_2_7_rolling_6,1.2831326e-05
16_2_4_lag_1,1.2825731e-05
19_2_20_lag_12,1.2820155e-05
21_2_13_rolling_std_6,1.2810864e-05
4_0_21_rolling_12,1.281085e-05
20_1_17_rolling_24,1.2804763e-05
17_2_5_lag_1,1.2803682e-05
4_2_14_rolling_6,1.2803218e-05
21_2_18_lag_12,1.2803182e-05
13_0_24_lag_168,1.279581e-05
26_1_9_lag_12,1.27920675e-05
20_2_18_lag_6,1.2791331e-05
0_1_2_lag_12,1.2789346e-05
18_0_14_lag_168,1.2788371e-05
13_0_25_rolling_std_24,1.2787036e-05
16_1_29_lag_24,1.2782307e-05
3_0_9_lag_6,1.2779141e-05
0_2_11_rolling_3,1.27756775e-05
26_1_4_lag_12,1.27733265e-05
21_0_19_lag_6,1.2772651e-05
5_1_12_lag_6,1.2772325e-05
10_1_9_rolling_24,1.2769047e-05
11_0_19_lag_1,1.2766914e-05
18_0_12_lag_1,1.276473e-05
3_1_27_lag_6,1.2758727e-05
23_0_21_rolling_std_24,1.275372e-05
18_0_11_rolling_6,1.2752069e-05
18_1_21_rolling_3,1.2751901e-05
28_2_12_rolling_std_6,1.2746376e-05
20_1_0_rolling_6,1.2745606e-05
9_0_28_lag_1,1.2744983e-05
2_0_19_rolling_std_24,1.2744958e-05
4_1_25_rolling_3,1.2736359e-05
19_1_20_lag_24,1.2734477e-05
27_0_4_rolling_12,1.2731617e-05
25_1_20_lag_168,1.2715569e-05
4_0_10_rolling_12,1.2713758e-05
21_1_12_lag_168,1.2713643e-05
13_2_25_rolling_6,1.2709156e-05
0_2_20_rolling_24,1.2707529e-05
22_2_31_lag_6,1.2706377e-05
2_1_24_lag_168,1.2704158e-05
4_1_20_lag_1,1.2693597e-05
6_1_20_lag_6,1.269097e-05
4_2_4_rolling_3,1.2687707e-05
12_1_11_lag_12,1.268622e-05
7_2_22_rolling_12,1.2682826e-05
12_0_2_rolling_6,1.2682263e-05
12_0_19_rolling_12,1.26820405e-05
3_1_0_rolling_std_24,1.2680214e-05
21_0_9_rolling_3,1.2661622e-05
27_0_5_lag_1,1.2659127e-05
21_2_1_rolling_std_24,1.2657871e-05
19_0_17_rolling_12,1.2656607e-05
9_0_14_lag_6,1.2655383e-05
3_1_22_lag_168,1.26533405e-05
17_1_13_rolling_3,1.26454715e-05
16_1_4_rolling_std_24,1.26424e-05
12_0_15_lag_1,1.2641867e-05
16_2_27_lag_168,1.2638768e-05
2_1_0_rolling_6,1.262955e-05
11_1_17_rolling_3,1.2627394e-05
27_1_15_lag_24,1.2626249e-05
1_0_25_rolling_24,1.26257055e-05
15_0_17_rolling_12,1.26252935e-05
23_2_1_lag_168,1.2624259e-05
17_0_2_rolling_std_24,1.2624017e-05
5_2_27_lag_6,1.26186405e-05
2_1_20_lag_6,1.2617097e-05
17_2_5_rolling_std_24,1.2616005e-05
2_2_27_lag_1,1.26008e-05
6_0_16_rolling_6,1.259865e-05
4_2_13_rolling_std_6,1.2593323e-05
3_1_17_lag_12,1.2592368e-05
13_0_30_rolling_std_6,1.2591466e-05
18_0_20_lag_168,1.2589467e-05
20_1_0_lag_24,1.2585163e-05
13_0_23_lag_24,1.2578758e-05
28_2_9_rolling_6,1.2573056e-05
19_2_4_rolling_3,1.2572793e-05
29_2_6_lag_24,1.256586e-05
2_2_13_lag_12,1.2563071e-05
7_2_25_rolling_std_6,1.2562485e-05
10_1_17_rolling_6,1.25555025e-05
27_1_19_lag_1,1.255339e-05
10_0_22_rolling_std_24,1.2551351e-05
27_0_10_lag_24,1.2549971e-05
12_0_23_rolling_6,1.2549831e-05
28_2_2_lag_1,1.25367005e-05
21_0_28_lag_168,1.2534783e-05
14_0_0_lag_12,1.2526143e-05
21_0_4_rolling_3,1.2520389e-05
29_2_27_rolling_3,1.2516226e-05
24_1_23_rolling_std_24,1.2515433e-05
15_2_28_lag_168,1.250617e-05
0_0_2_rolling_24,1.2505908e-05
15_2_29_rolling_std_6,1.250277e-05
11_1_15_rolling_6,1.2496647e-05
2_1_9_rolling_std_6,1.249412e-05
11_0_24_lag_24,1.24929265e-05
2_2_6_lag_6,1.2482011e-05
26_0_6_rolling_std_6,1.2477697e-05
25_1_2_rolling_3,1.2473184e-05
27_1_19_rolling_std_6,1.2472652e-05
18_2_8_lag_168,1.2468479e-05
12_1_25_rolling_3,1.2464329e-05
21_1_6_rolling_12,1.2464196e-05
2_1_17_rolling_std_6,1.2463695e-05
7_1_10_lag_1,1.2459055e-05
24_1_10_rolling_std_6,1.2458882e-05
10_2_5_lag_24,1.2458031e-05
4_2_2_rolling_6,1.24566495e-05
21_0_17_lag_24,1.2455114e-05
6_0_17_lag_168,1.2451159e-05
28_0_12_rolling_24,1.2449564e-05
7_1_12_rolling_3,1.24471735e-05
13_0_10_lag_1,1.2445862e-05
26_1_9_lag_24,1.2444506e-05
15_2_14_lag_1,1.2437214e-05
16_0_29_rolling_3,1.2435734e-05
2_0_21_rolling_6,1.24315375e-05
4_2_25_rolling_std_6,1.2427254e-05
8_0_5_lag_168,1.2425156e-05
26_1_16_rolling_12,1.2424519e-05
25_2_11_rolling_std_6,1.2419405e-05
9_2_14_rolling_std_6,1.2414823e-05
4_2_18_lag_6,1.240842e-05
21_2_19_lag_6,1.2404477e-05
18_2_9_rolling_6,1.2393571e-05
10_2_16_rolling_6,1.2392756e-05
12_2_21_rolling_6,1.2389081e-05
4_1_2_rolling_3,1.2387247e-05
2_1_20_rolling_3,1.2380901e-05
14_2_16_lag_1,1.237537e-05
29_1_10_lag_12,1.2370219e-05
16_0_23_rolling_3,1.2362371e-05
26_2_31_lag_168,1.23600275e-05
16_1_10_rolling_12,1.2357298e-05
8_1_17_rolling_std_6,1.2357109e-05
19_1_21_rolling_24,1.23556e-05
5_2_7_rolling_12,1.235321e-05
4_1_1_rolling_3,1.2348102e-05
22_0_30_lag_24,1.2345394e-05
2_2_5_lag_24,1.2343545e-05
21_1_23_lag_24,1.2343082e-05
19_0_17_lag_1,1.2336678e-05
28_2_24_lag_1,1.2336424e-05
5_0_5_rolling_3,1.2336296e-05
14_0_30_lag_168,1.2335883e-05
22_2_12_lag_1,1.2335284e-05
4_2_8_rolling_12,1.2326715e-05
2_0_31_lag_1,1.2323862e-05
19_1_28_rolling_3,1.2323319e-05
0_0_12_rolling_std_6,1.231454e-05
1_0_20_lag_168,1.2310274e-05
9_2_26_rolling_6,1.2307194e-05
1_0_16_lag_24,1.2306302e-05
2_1_13_rolling_6,1.2306146e-05
1_0_28_rolling_std_6,1.2304593e-05
8_0_10_rolling_24,1.230232e-05
0_1_14_lag_6,1.2296653e-05
19_0_5_lag_6,1.2287084e-05
24_0_17_lag_1,1.22867095e-05
15_0_19_lag_24,1.2286442e-05
29_1_15_lag_24,1.2285114e-05
28_0_20_rolling_24,1.2282118e-05
19_2_26_lag_24,1.22813935e-05
9_0_11_rolling_3,1.2272906e-05
9_2_18_lag_6,1.227111e-05
21_1_12_lag_6,1.2269688e-05
21_0_13_rolling_12,1.2265231e-05
2_0_8_lag_24,1.226164e-05
19_2_13_lag_6,1.2257271e-05
16_1_5_rolling_3,1.2253999e-05
23_2_9_rolling_6,1.2253636e-05
12_2_26_lag_12,1.2252854e-05
27_0_11_rolling_12,1.22504125e-05
19_1_19_lag_168,1.2250196e-05
21_0_17_rolling_6,1.2247816e-05
22_1_31_lag_12,1.2244382e-05
0_1_20_rolling_12,1.2243975e-05
15_2_2_lag_6,1.2242576e-05
27_1_31_lag_12,1.2239234e-05
12_2_3_lag_1,1.2238195e-05
8_2_6_rolling_std_24,1.22283955e-05
9_2_10_rolling_std_6,1.2228127e-05
25_2_25_rolling_24,1.2223679e-05
8_1_9_lag_1,1.2223193e-05
0_0_8_lag_12,1.2223097e-05
3_2_20_rolling_24,1.22214815e-05
21_0_5_rolling_6,1.2220786e-05
6_1_13_lag_1,1.2217872e-05
21_1_14_rolling_6,1.2215226e-05
4_1_14_rolling_12,1.22149095e-05
4_2_7_rolling_6,1.2211387e-05
16_1_21_rolling_std_6,1.2210766e-05
27_1_18_rolling_6,1.2210098e-05
26_1_21_rolling_std_6,1.2210079e-05
29_1_23_lag_168,1.22059e-05
29_2_16_lag_24,1.2203851e-05
11_2_0_rolling_12,1.2203034e-05
9_1_10_rolling_6,1.22026095e-05
9_0_28_lag_12,1.2186794e-05
29_0_29_lag_24,1.21861185e-05
4_1_3_rolling_24,1.2183312e-05
9_0_13_lag_12,1.2183279e-05
8_0_13_lag_168,1.2180343e-05
0_2_29_rolling_3,1.2179081e-05
7_1_28_rolling_3,1.2176032e-05
2_2_4_lag_12,1.217353e-05
22_1_11_lag_24,1.2169366e-05
16_2_29_rolling_std_6,1.2165722e-05
21_0_18_lag_6,1.216286e-05
2_1_17_rolling_6,1.2159775e-05
27_2_9_rolling_12,1.2159317e-05
15_0_21_lag_168,1.2158527e-05
28_1_23_lag_12,1.2154252e-05
13_1_16_rolling_6,1.2152507e-05
0_0_18_rolling_std_6,1.2149451e-05
28_1_24_rolling_12,1.21480325e-05
9_0_10_lag_24,1.2146355e-05
20_1_7_rolling_6,1.2145151e-05
15_1_13_lag_168,1.2143204e-05
20_1_14_lag_6,1.2132273e-05
5_2_31_rolling_std_24,1.2128698e-05
0_1_3_lag_12,1.21263765e-05
3_1_21_lag_1,1.2126274e-05
23_2_22_rolling_3,1.2125824e-05
22_1_23_lag_24,1.2124368e-05
1_0_15_lag_1,1.2120556e-05
28_2_14_rolling_6,1.2120127e-05
15_0_17_rolling_std_6,1.21184585e-05
4_2_24_lag_168,1.2116737e-05
21_1_14_lag_12,1.2112339e-05
25_0_1_rolling_6,1.2106671e-05
15_0_22_lag_1,1.2106215e-05
0_1_20_rolling_3,1.2102599e-05
18_1_10_lag_24,1.2099498e-05
2_1_23_rolling_3,1.2098875e-05
12_2_3_rolling_6,1.2091132e-05
16_0_13_lag_12,1.2085178e-05
8_2_19_lag_1,1.2079137e-05
25_2_4_rolling_3,1.2078317e-05
1_0_11_rolling_std_24,1.2069018e-05
7_1_5_lag_24,1.2068302e-05
19_2_31_rolling_6,1.2064554e-05
24_1_11_rolling_12,1.2063603e-05
0_1_8_lag_1,1.20617415e-05
21_0_22_lag_6,1.2060976e-05
26_1_1_rolling_std_6,1.2059857e-05
29_1_8_rolling_3,1.2052363e-05
13_0_3_lag_168,1.2051547e-05
27_2_12_lag_6,1.20501445e-05
5_1_18_lag_24,1.2049672e-05
16_2_10_rolling_std_6,1.2046647e-05
24_2_17_lag_1,1.2043603e-05
2_2_17_rolling_3,1.2042297e-05
14_0_21_lag_12,1.2041361e-05
17_1_15_lag_12,1.2038144e-05
15_1_8_rolling_6,1.2033359e-05
8_2_1_lag_6,1.2026636e-05
0_1_31_lag_1,1.20251325e-05
29_1_13_rolling_6,1.202332e-05
21_0_3_rolling_3,1.2020182e-05
24_0_14_rolling_6,1.2017876e-05
20_2_28_lag_24,1.2013197e-05
27_1_4_rolling_6,1.2008738e-05
27_1_10_rolling_std_6,1.20064815e-05
4_0_16_rolling_24,1.20047835e-05
5_0_24_lag_168,1.2003167e-05
28_0_31_lag_6,1.2001414e-05
25_1_18_lag_168,1.199808e-05
2_1_7_lag_168,1.1995269e-05
21_0_5_rolling_std_6,1.1992691e-05
2_1_19_rolling_12,1.1990075e-05
21_0_5_lag_1,1.1988725e-05
5_0_13_lag_168,1.1986471e-05
15_0_7_lag_168,1.1985214e-05
21_2_31_lag_12,1.1982798e-05
24_1_24_rolling_6,1.1981728e-05
4_0_17_lag_168,1.1978507e-05
1_1_19_lag_12,1.1977233e-05
3_2_11_lag_1,1.1976018e-05
21_0_19_rolling_std_6,1.1975258e-05
