feature,importance
21_1_30_rolling_6,3.6184547e-06
10_2_8_rolling_24,3.6183947e-06
1_0_3_rolling_std_6,3.6183278e-06
13_2_27_lag_12,3.6176357e-06
0_1_30_lag_12,3.6175857e-06
26_2_17_rolling_std_24,3.6175043e-06
3_2_3_lag_1,3.6170704e-06
23_2_25_lag_168,3.6168456e-06
12_1_18_lag_24,3.616654e-06
26_0_4_lag_1,3.6166402e-06
5_0_28_rolling_3,3.6159122e-06
14_2_20_rolling_std_6,3.6158149e-06
28_1_27_rolling_24,3.61569e-06
25_1_14_lag_168,3.6155054e-06
5_2_7_rolling_6,3.6153683e-06
26_0_0_rolling_std_6,3.6148306e-06
14_2_9_lag_168,3.6138924e-06
10_0_18_lag_24,3.613678e-06
12_0_17_rolling_24,3.6131714e-06
21_2_6_lag_168,3.6131519e-06
25_2_19_rolling_std_6,3.6129397e-06
13_1_12_lag_168,3.6128442e-06
7_2_11_lag_24,3.6122844e-06
17_0_16_lag_6,3.6118645e-06
25_0_21_lag_6,3.6116608e-06
21_1_2_rolling_6,3.6107276e-06
7_2_12_lag_24,3.6103609e-06
11_0_5_rolling_3,3.6099182e-06
18_0_21_lag_6,3.6097774e-06
14_1_26_lag_168,3.6097529e-06
4_2_28_lag_24,3.6096415e-06
23_0_15_lag_1,3.6091842e-06
16_2_28_rolling_3,3.6089377e-06
29_0_21_lag_168,3.608838e-06
29_1_18_lag_1,3.6087074e-06
15_1_14_rolling_3,3.608289e-06
14_1_15_rolling_std_6,3.607768e-06
14_0_19_rolling_std_24,3.6071501e-06
7_0_20_lag_12,3.6069898e-06
15_2_29_lag_168,3.6069505e-06
23_1_8_rolling_12,3.6067188e-06
24_2_12_rolling_6,3.6065362e-06
26_1_22_lag_1,3.6063036e-06
20_1_28_lag_12,3.6062388e-06
18_1_18_lag_168,3.605859e-06
4_1_26_rolling_24,3.605408e-06
16_2_16_rolling_24,3.6044573e-06
27_2_22_rolling_24,3.6043434e-06
13_2_1_lag_168,3.6039023e-06
14_2_31_lag_168,3.603482e-06
13_2_12_rolling_6,3.603262e-06
14_1_30_lag_1,3.6023641e-06
28_2_30_rolling_24,3.6015497e-06
1_2_16_rolling_3,3.6006186e-06
7_1_22_lag_6,3.6002184e-06
27_1_30_rolling_6,3.6000345e-06
9_2_1_lag_24,3.5998744e-06
10_2_9_lag_12,3.599861e-06
2_0_14_rolling_12,3.5994399e-06
3_1_30_rolling_24,3.5994362e-06
9_1_27_lag_6,3.5993214e-06
7_2_23_rolling_std_6,3.59925e-06
2_2_16_rolling_12,3.5990684e-06
18_0_26_rolling_6,3.5989526e-06
27_1_2_rolling_std_24,3.597481e-06
18_0_31_lag_168,3.5973421e-06
24_0_16_lag_24,3.5970415e-06
3_2_13_lag_168,3.5966375e-06
23_1_17_lag_24,3.5958667e-06
19_2_29_rolling_3,3.5957435e-06
12_2_16_rolling_12,3.5952885e-06
21_1_0_lag_6,3.5946034e-06
10_0_29_rolling_6,3.5945095e-06
26_1_4_lag_6,3.5944524e-06
15_2_23_rolling_12,3.5940664e-06
25_1_12_lag_6,3.5933851e-06
4_0_0_rolling_3,3.5933836e-06
29_0_31_lag_1,3.5933574e-06
29_1_28_lag_24,3.5929324e-06
8_0_4_lag_24,3.592662e-06
12_1_13_rolling_24,3.592504e-06
6_1_30_rolling_3,3.591734e-06
23_1_18_lag_24,3.5915205e-06
3_2_1_lag_6,3.5915107e-06
29_1_27_rolling_24,3.5914022e-06
21_2_0_lag_168,3.5911166e-06
23_2_3_rolling_6,3.5905716e-06
2_2_2_lag_168,3.5905523e-06
18_1_13_rolling_6,3.5900957e-06
29_0_28_lag_6,3.5896048e-06
6_0_19_lag_24,3.5891007e-06
19_2_5_lag_6,3.5888452e-06
26_1_5_lag_6,3.5885014e-06
9_1_20_rolling_std_24,3.5884952e-06
12_1_23_lag_1,3.588343e-06
16_0_8_lag_1,3.587891e-06
19_1_12_lag_168,3.5876915e-06
9_1_7_rolling_12,3.5874489e-06
16_0_17_lag_6,3.585989e-06
14_0_18_lag_12,3.5858895e-06
9_2_6_rolling_12,3.5849266e-06
22_1_29_lag_1,3.5847463e-06
17_1_22_rolling_3,3.584248e-06
17_2_17_lag_12,3.5841083e-06
4_2_1_rolling_std_24,3.5835567e-06
16_0_2_rolling_24,3.5823687e-06
18_0_8_lag_12,3.5818935e-06
24_1_29_lag_1,3.581573e-06
13_0_22_lag_168,3.5813143e-06
15_2_3_rolling_std_6,3.5812293e-06
16_0_25_rolling_std_24,3.5809248e-06
10_1_18_rolling_12,3.5808414e-06
23_2_19_rolling_std_24,3.5796627e-06
12_2_18_lag_12,3.5796304e-06
0_2_28_lag_24,3.5790786e-06
10_2_19_rolling_6,3.5790201e-06
21_1_31_rolling_3,3.5789897e-06
19_0_29_rolling_std_6,3.5787493e-06
16_0_1_lag_6,3.5787064e-06
0_2_16_lag_1,3.578686e-06
3_0_1_lag_168,3.5785517e-06
7_0_17_lag_168,3.5782655e-06
3_1_22_rolling_24,3.5780326e-06
11_0_3_lag_6,3.5771393e-06
20_2_31_lag_168,3.5769206e-06
3_0_15_rolling_std_24,3.5767443e-06
19_1_13_rolling_std_6,3.5766923e-06
21_1_14_lag_168,3.5737598e-06
26_0_21_rolling_3,3.5737012e-06
27_0_27_lag_6,3.573559e-06
13_2_26_lag_6,3.5732091e-06
22_2_24_lag_6,3.572764e-06
8_2_1_lag_12,3.5724756e-06
4_1_10_rolling_std_24,3.5720984e-06
26_0_8_lag_12,3.5720586e-06
9_1_4_lag_6,3.5717742e-06
22_0_11_rolling_std_24,3.5716334e-06
11_0_16_lag_12,3.571619e-06
29_0_27_lag_12,3.5714506e-06
10_2_2_rolling_6,3.571311e-06
7_0_5_rolling_12,3.5712699e-06
25_2_25_lag_1,3.5708915e-06
18_0_25_lag_6,3.5708563e-06
2_0_9_lag_12,3.570112e-06
2_0_12_lag_1,3.5695539e-06
2_1_13_lag_24,3.569501e-06
1_2_27_rolling_24,3.56922e-06
22_0_24_lag_12,3.569139e-06
9_0_0_lag_6,3.568927e-06
18_1_26_rolling_12,3.5688813e-06
8_1_27_rolling_std_24,3.5687706e-06
26_0_19_lag_6,3.5682094e-06
8_1_10_rolling_std_6,3.5675123e-06
29_2_26_rolling_24,3.567152e-06
0_0_28_lag_24,3.5669154e-06
1_2_0_lag_24,3.5664682e-06
20_2_28_lag_6,3.565409e-06
5_1_10_rolling_12,3.5651622e-06
3_2_7_lag_12,3.5645458e-06
25_1_22_lag_6,3.5642677e-06
1_1_2_lag_6,3.5638639e-06
21_1_18_lag_1,3.5637486e-06
10_1_23_lag_6,3.5636747e-06
22_0_22_rolling_3,3.5635762e-06
10_2_19_rolling_std_6,3.5634446e-06
17_2_5_lag_24,3.56341e-06
14_0_28_rolling_6,3.5631274e-06
23_1_19_rolling_6,3.5629614e-06
0_0_7_lag_6,3.5628375e-06
13_2_10_rolling_12,3.5627843e-06
22_1_24_lag_168,3.56273e-06
19_0_16_rolling_24,3.5627224e-06
24_1_19_lag_6,3.562698e-06
8_0_15_lag_1,3.56251e-06
13_0_6_rolling_3,3.5624487e-06
9_2_28_lag_6,3.5617536e-06
7_0_23_rolling_12,3.5613355e-06
24_1_3_lag_6,3.561255e-06
17_0_6_lag_1,3.561234e-06
22_2_31_lag_12,3.5611606e-06
1_0_28_lag_24,3.560331e-06
17_2_1_lag_12,3.5596327e-06
25_0_7_lag_1,3.5595535e-06
16_1_0_rolling_6,3.5590438e-06
9_0_5_lag_168,3.5589796e-06
4_2_23_lag_168,3.5587088e-06
26_0_13_lag_1,3.5572227e-06
13_2_6_lag_24,3.557214e-06
6_0_26_rolling_6,3.5571445e-06
26_0_31_lag_6,3.5571259e-06
3_1_30_lag_12,3.5570313e-06
10_1_7_rolling_std_6,3.5566468e-06
20_0_28_lag_168,3.556406e-06
8_0_14_lag_168,3.5561443e-06
11_2_20_rolling_12,3.556138e-06
17_2_8_lag_168,3.5557266e-06
27_2_20_lag_6,3.5553635e-06
24_1_30_rolling_3,3.5553269e-06
9_2_9_rolling_24,3.5547093e-06
26_1_18_lag_24,3.5545354e-06
12_0_31_lag_1,3.5540681e-06
26_0_2_lag_24,3.5540581e-06
1_0_9_rolling_24,3.5537414e-06
2_0_29_rolling_6,3.5522662e-06
17_2_6_rolling_24,3.552153e-06
9_1_16_rolling_std_6,3.5521389e-06
5_2_13_lag_12,3.5519272e-06
13_0_2_lag_1,3.5518278e-06
4_0_15_lag_6,3.5515716e-06
6_2_18_lag_12,3.551313e-06
29_1_3_lag_24,3.551154e-06
29_0_11_lag_168,3.5509086e-06
22_2_11_lag_1,3.5502628e-06
23_0_29_lag_12,3.5502044e-06
27_0_27_rolling_3,3.5502028e-06
0_0_28_rolling_6,3.5501266e-06
25_0_9_lag_12,3.5498826e-06
20_0_27_lag_12,3.549832e-06
21_1_2_lag_168,3.5496864e-06
25_2_1_lag_24,3.5496087e-06
21_0_12_rolling_std_6,3.5489566e-06
19_2_7_lag_12,3.548906e-06
22_0_25_lag_24,3.548754e-06
14_0_16_rolling_6,3.5483474e-06
27_2_20_rolling_3,3.5479302e-06
16_2_10_rolling_6,3.5471971e-06
27_1_3_rolling_12,3.5470594e-06
16_1_5_lag_12,3.54681e-06
23_0_5_lag_24,3.5463102e-06
10_0_22_lag_168,3.5462328e-06
12_2_25_rolling_6,3.546228e-06
19_0_8_rolling_std_6,3.545543e-06
1_2_30_lag_1,3.5454448e-06
11_2_7_rolling_3,3.5451603e-06
11_1_27_rolling_3,3.5449584e-06
29_2_21_lag_24,3.5448795e-06
23_2_5_lag_6,3.5443284e-06
28_1_23_lag_24,3.5440398e-06
26_2_24_rolling_24,3.5438395e-06
14_0_20_lag_12,3.5432868e-06
4_0_20_lag_6,3.5431353e-06
12_0_2_lag_6,3.543084e-06
19_2_18_lag_168,3.542311e-06
21_1_28_lag_6,3.542274e-06
29_2_23_lag_24,3.5420176e-06
21_2_30_lag_6,3.5419655e-06
16_1_1_lag_6,3.5416917e-06
5_2_4_lag_1,3.541667e-06
26_2_12_lag_6,3.541096e-06
16_2_27_rolling_3,3.5410742e-06
16_1_2_rolling_12,3.5410064e-06
29_1_4_lag_24,3.5406345e-06
7_2_25_lag_6,3.540511e-06
25_1_28_lag_12,3.5399516e-06
8_2_30_rolling_6,3.5394094e-06
2_2_7_lag_24,3.539047e-06
15_0_22_rolling_6,3.5388232e-06
8_0_23_lag_1,3.5388107e-06
16_0_19_rolling_6,3.538754e-06
24_2_9_lag_1,3.5386515e-06
28_1_26_rolling_std_6,3.5384667e-06
7_0_14_lag_24,3.538248e-06
18_2_17_lag_6,3.5381083e-06
21_1_15_rolling_std_24,3.5379583e-06
23_1_13_rolling_std_6,3.5373703e-06
19_1_10_lag_6,3.5370265e-06
7_0_27_lag_24,3.536233e-06
12_0_24_lag_12,3.5362075e-06
8_2_25_rolling_std_6,3.536095e-06
9_2_11_rolling_12,3.536072e-06
24_2_29_lag_168,3.5358266e-06
1_2_22_rolling_24,3.5353019e-06
5_1_16_rolling_12,3.534372e-06
7_1_22_lag_24,3.5336789e-06
3_2_30_rolling_24,3.5334406e-06
16_0_30_lag_168,3.533147e-06
18_0_2_rolling_std_24,3.53293e-06
24_2_27_lag_24,3.5315388e-06
9_2_14_lag_12,3.5313335e-06
23_1_14_lag_12,3.5306457e-06
12_0_18_lag_12,3.5303929e-06
9_1_28_lag_6,3.5299677e-06
9_2_15_lag_12,3.5299533e-06
15_0_21_rolling_24,3.5292162e-06
8_1_31_lag_168,3.5289497e-06
7_1_20_lag_12,3.5284231e-06
1_1_24_rolling_6,3.5283574e-06
9_2_29_lag_6,3.5278592e-06
16_2_18_rolling_24,3.5277644e-06
16_2_12_rolling_6,3.5269707e-06
17_0_2_lag_24,3.526933e-06
2_0_15_rolling_6,3.5263695e-06
12_1_31_lag_1,3.5263567e-06
8_1_25_lag_12,3.5262676e-06
26_0_1_lag_168,3.5255e-06
7_0_12_rolling_3,3.5250057e-06
25_1_23_lag_24,3.524932e-06
23_2_10_lag_24,3.5241826e-06
7_0_3_lag_6,3.5241665e-06
22_0_24_lag_168,3.5239655e-06
11_0_7_lag_12,3.5237856e-06
14_2_30_rolling_std_6,3.5236378e-06
7_2_11_rolling_std_24,3.523482e-06
19_2_1_lag_1,3.523323e-06
0_0_18_lag_12,3.5229873e-06
15_2_24_rolling_3,3.5224678e-06
0_2_31_rolling_6,3.5222417e-06
6_2_20_rolling_std_6,3.522235e-06
28_2_9_lag_6,3.5221287e-06
1_1_20_lag_6,3.5220605e-06
16_2_12_lag_1,3.5217079e-06
26_0_23_rolling_12,3.520471e-06
24_0_27_lag_12,3.519653e-06
18_0_30_lag_168,3.5192693e-06
11_0_13_rolling_24,3.5191931e-06
1_1_27_rolling_std_6,3.5190446e-06
16_0_20_rolling_std_24,3.5187397e-06
14_2_10_lag_12,3.5184169e-06
26_1_29_lag_24,3.5181824e-06
28_2_17_lag_12,3.5181072e-06
20_1_1_lag_1,3.5175622e-06
26_0_30_lag_6,3.5173546e-06
26_0_28_rolling_6,3.517349e-06
15_1_23_lag_12,3.5169376e-06
25_2_21_lag_6,3.5164237e-06
10_1_12_rolling_12,3.516205e-06
8_0_12_lag_12,3.5160574e-06
19_2_24_rolling_3,3.5158976e-06
21_2_8_rolling_6,3.5151438e-06
2_0_3_rolling_std_6,3.5149371e-06
24_2_18_lag_24,3.5143205e-06
25_1_25_lag_24,3.5142978e-06
24_2_26_lag_12,3.5142482e-06
2_2_7_rolling_12,3.5133949e-06
16_2_26_rolling_std_6,3.5130927e-06
22_1_11_lag_1,3.5130051e-06
1_2_3_rolling_3,3.5120424e-06
28_0_5_lag_6,3.5118971e-06
3_0_17_rolling_24,3.5117673e-06
15_1_25_rolling_12,3.5115775e-06
14_0_17_rolling_std_6,3.511475e-06
4_1_2_rolling_12,3.5109792e-06
19_2_5_lag_1,3.5107005e-06
9_1_9_rolling_6,3.5106495e-06
20_2_24_lag_168,3.5101868e-06
12_2_31_lag_24,3.510103e-06
7_1_29_lag_24,3.5095052e-06
5_1_25_lag_1,3.5094752e-06
23_0_8_lag_1,3.5093728e-06
18_0_30_lag_24,3.5088744e-06
12_0_23_lag_24,3.5085654e-06
10_1_20_lag_24,3.5084918e-06
4_2_0_rolling_std_24,3.5082558e-06
14_0_27_lag_168,3.507368e-06
1_2_10_rolling_std_6,3.5073451e-06
0_2_27_lag_24,3.5067035e-06
16_1_30_lag_6,3.5064104e-06
28_2_29_rolling_std_24,3.5063792e-06
27_0_9_lag_6,3.505708e-06
16_1_22_lag_1,3.5054404e-06
4_2_31_lag_168,3.50481e-06
10_1_3_lag_6,3.5044586e-06
21_1_24_lag_168,3.5039695e-06
21_1_13_lag_168,3.503638e-06
3_1_26_lag_24,3.5030432e-06
25_2_16_lag_1,3.5030027e-06
9_2_25_lag_24,3.5020582e-06
23_1_6_rolling_std_6,3.5018054e-06
9_2_0_rolling_3,3.5016733e-06
12_2_8_rolling_std_24,3.501573e-06
9_0_14_rolling_6,3.5015214e-06
3_1_7_rolling_6,3.5011358e-06
7_0_30_lag_1,3.5007315e-06
29_2_18_lag_6,3.5007104e-06
0_0_5_lag_24,3.5006035e-06
9_0_15_rolling_std_24,3.4999985e-06
2_2_20_rolling_6,3.499607e-06
7_1_6_rolling_3,3.4995423e-06
27_0_29_rolling_6,3.4991451e-06
1_1_27_rolling_std_24,3.4989805e-06
9_2_22_lag_168,3.4986656e-06
29_1_10_lag_168,3.4986233e-06
28_2_4_lag_6,3.4983723e-06
27_0_20_lag_168,3.4983236e-06
1_2_1_rolling_std_24,3.4979796e-06
25_1_14_rolling_24,3.4977218e-06
1_2_22_rolling_12,3.4975938e-06
1_0_2_rolling_3,3.4973393e-06
22_0_19_rolling_6,3.4971044e-06
28_2_17_rolling_std_6,3.4964914e-06
26_2_21_lag_12,3.496449e-06
14_0_30_rolling_3,3.4964146e-06
20_1_6_lag_168,3.4953794e-06
9_2_23_lag_24,3.4953625e-06
13_2_15_lag_6,3.4950665e-06
0_0_14_lag_24,3.4949976e-06
17_1_2_lag_1,3.4947384e-06
20_2_2_lag_1,3.4947209e-06
13_2_26_rolling_std_24,3.494004e-06
8_1_6_lag_12,3.4939706e-06
8_1_27_lag_12,3.4930972e-06
11_1_24_lag_12,3.4929376e-06
24_2_30_lag_6,3.4926736e-06
0_0_25_lag_168,3.4924974e-06
25_0_7_lag_6,3.4921288e-06
23_0_15_rolling_24,3.4921186e-06
24_2_17_rolling_24,3.4917555e-06
20_2_8_rolling_std_6,3.49161e-06
1_1_10_lag_24,3.4914826e-06
6_2_28_rolling_std_24,3.490968e-06
27_0_30_lag_6,3.4906325e-06
3_2_4_lag_24,3.4900431e-06
27_2_15_rolling_std_24,3.489893e-06
15_1_17_lag_1,3.4897275e-06
13_2_17_rolling_6,3.488217e-06
9_0_0_rolling_std_6,3.4880336e-06
20_0_5_lag_168,3.4878096e-06
9_2_3_lag_6,3.4875388e-06
16_2_26_rolling_24,3.487351e-06
3_0_2_rolling_6,3.4867464e-06
10_0_8_rolling_12,3.486303e-06
0_2_28_rolling_3,3.4856412e-06
6_2_17_lag_24,3.4855316e-06
27_2_27_lag_1,3.4855152e-06
21_1_6_rolling_3,3.4853383e-06
10_0_31_rolling_6,3.484398e-06
10_1_26_lag_12,3.4838692e-06
25_1_18_lag_12,3.4837888e-06
27_1_5_lag_168,3.4835728e-06
10_0_31_rolling_12,3.482859e-06
17_2_16_lag_1,3.4828324e-06
7_0_10_rolling_std_6,3.482242e-06
20_2_17_rolling_3,3.4819996e-06
11_0_6_lag_12,3.480744e-06
27_2_8_rolling_3,3.4804295e-06
24_0_2_lag_24,3.4800191e-06
18_0_0_lag_1,3.4795635e-06
17_2_17_lag_24,3.479375e-06
25_2_6_lag_168,3.4787452e-06
3_1_1_lag_12,3.4787356e-06
12_2_9_lag_12,3.477757e-06
6_0_24_lag_168,3.477318e-06
1_1_21_lag_24,3.4767954e-06
1_0_9_lag_1,3.4765847e-06
14_1_14_rolling_24,3.4764923e-06
16_0_20_rolling_12,3.4760085e-06
19_1_8_lag_24,3.4750942e-06
7_0_4_rolling_std_6,3.4747743e-06
24_0_18_lag_24,3.4743225e-06
15_0_20_lag_12,3.4738541e-06
23_0_15_lag_6,3.4737136e-06
22_2_8_lag_1,3.4734483e-06
5_1_11_lag_168,3.4733798e-06
21_2_29_rolling_12,3.4732864e-06
13_2_9_lag_1,3.472904e-06
17_1_2_rolling_std_6,3.471947e-06
27_0_18_lag_168,3.471493e-06
10_0_10_rolling_std_24,3.4704049e-06
22_2_0_lag_1,3.470268e-06
5_2_22_lag_1,3.4698041e-06
0_2_15_rolling_std_6,3.469592e-06
7_2_31_lag_12,3.4694046e-06
25_2_21_lag_12,3.4687168e-06
22_1_2_lag_12,3.4686925e-06
4_1_13_lag_6,3.4686707e-06
8_1_28_rolling_6,3.468408e-06
4_0_30_lag_6,3.4677328e-06
28_2_29_lag_24,3.4677068e-06
13_1_11_lag_24,3.4674724e-06
19_0_12_lag_12,3.4669206e-06
22_0_14_lag_12,3.466908e-06
0_2_7_lag_168,3.4669017e-06
13_1_3_rolling_std_6,3.466635e-06
15_2_22_lag_12,3.4664477e-06
24_2_6_lag_24,3.466349e-06
25_0_30_rolling_6,3.466305e-06
22_2_1_rolling_6,3.466035e-06
24_0_10_lag_24,3.4659843e-06
17_0_0_lag_24,3.465818e-06
6_1_13_lag_24,3.4652198e-06
4_1_8_rolling_6,3.4651775e-06
15_2_27_rolling_6,3.4649058e-06
24_0_0_lag_12,3.4643056e-06
9_2_26_lag_168,3.464202e-06
4_2_14_lag_168,3.4640796e-06
24_2_13_lag_168,3.4640743e-06
18_0_31_lag_1,3.4631912e-06
17_0_27_lag_12,3.462639e-06
24_2_0_lag_6,3.4623179e-06
14_0_31_rolling_3,3.4623024e-06
26_0_26_lag_24,3.46168e-06
15_2_20_rolling_std_6,3.4613213e-06
4_1_14_rolling_3,3.4611023e-06
22_2_22_rolling_std_6,3.46032e-06
27_0_12_rolling_6,3.460173e-06
1_1_11_rolling_3,3.4599216e-06
4_1_30_lag_6,3.4596108e-06
18_1_24_lag_168,3.4593245e-06
11_0_17_lag_168,3.4591276e-06
1_1_16_lag_12,3.458908e-06
21_0_27_rolling_24,3.458335e-06
9_0_19_rolling_24,3.45821e-06
20_1_0_lag_1,3.4577486e-06
8_0_24_lag_24,3.4568488e-06
13_1_20_lag_1,3.456458e-06
6_2_30_lag_6,3.4564243e-06
25_1_27_rolling_6,3.4564005e-06
3_1_0_lag_12,3.4554362e-06
17_1_26_rolling_12,3.4552552e-06
0_1_21_lag_6,3.4544782e-06
9_1_29_rolling_6,3.4543077e-06
17_2_24_rolling_3,3.4542509e-06
18_2_7_lag_6,3.4539926e-06
22_2_23_lag_12,3.4533996e-06
21_1_21_rolling_24,3.4525865e-06
25_1_23_lag_1,3.4512564e-06
0_0_18_lag_6,3.4511502e-06
12_0_27_lag_12,3.451018e-06
29_0_8_rolling_24,3.450984e-06
27_0_13_lag_1,3.4508832e-06
19_2_6_rolling_12,3.450484e-06
16_0_20_lag_12,3.4504076e-06
17_2_1_rolling_24,3.4503519e-06
10_0_20_lag_12,3.4499865e-06
29_0_16_rolling_6,3.4497675e-06
4_1_14_lag_1,3.4493994e-06
21_2_4_rolling_3,3.4487837e-06
25_1_3_lag_1,3.4487725e-06
25_0_20_rolling_3,3.4487039e-06
8_0_3_lag_6,3.4485438e-06
13_2_2_lag_12,3.4477873e-06
9_2_31_lag_168,3.447509e-06
12_0_9_lag_168,3.4474022e-06
7_0_29_lag_12,3.4472816e-06
15_2_18_rolling_24,3.4471464e-06
5_2_6_rolling_12,3.4465827e-06
14_2_0_lag_24,3.4465338e-06
2_2_21_rolling_6,3.4464267e-06
13_2_28_lag_24,3.4453626e-06
2_1_5_rolling_6,3.4451382e-06
17_0_13_rolling_6,3.4449058e-06
14_0_11_rolling_12,3.4446014e-06
29_0_24_lag_1,3.4442778e-06
23_1_25_lag_24,3.4440723e-06
20_1_14_rolling_24,3.4435402e-06
3_2_28_lag_12,3.4433326e-06
17_1_31_lag_12,3.4430655e-06
3_1_15_rolling_6,3.4429079e-06
15_0_5_rolling_std_6,3.4425918e-06
6_2_10_rolling_std_24,3.4424786e-06
17_2_13_lag_12,3.4423292e-06
3_2_18_lag_12,3.4418533e-06
9_2_23_lag_6,3.441524e-06
13_2_15_rolling_6,3.4413213e-06
22_2_26_lag_6,3.441242e-06
29_2_30_lag_12,3.441178e-06
10_0_22_rolling_12,3.441164e-06
28_1_17_rolling_3,3.4410957e-06
6_2_16_lag_24,3.439769e-06
0_1_28_rolling_12,3.438985e-06
7_0_11_lag_1,3.4388972e-06
12_0_27_lag_168,3.4384898e-06
11_1_19_lag_1,3.4380762e-06
17_1_3_lag_168,3.4377933e-06
13_1_7_rolling_6,3.4377333e-06
8_1_2_lag_24,3.43759e-06
0_1_18_lag_1,3.4375444e-06
0_2_29_lag_6,3.4370235e-06
6_1_31_rolling_6,3.436941e-06
16_0_16_lag_6,3.4366428e-06
29_2_17_lag_12,3.43631e-06
22_2_27_rolling_3,3.4354732e-06
5_0_17_rolling_std_24,3.4354305e-06
0_2_10_rolling_std_24,3.4349177e-06
23_2_9_lag_24,3.434607e-06
21_1_3_lag_12,3.434567e-06
10_2_6_rolling_std_24,3.4344798e-06
19_1_21_lag_24,3.4344164e-06
23_0_17_rolling_6,3.4335817e-06
16_1_31_lag_24,3.432152e-06
11_1_17_lag_24,3.4309376e-06
28_0_28_rolling_12,3.4309273e-06
29_1_4_rolling_std_24,3.430823e-06
23_2_12_lag_168,3.4305456e-06
24_0_9_lag_1,3.4299544e-06
29_2_21_rolling_std_6,3.429671e-06
6_0_18_rolling_std_6,3.4294537e-06
9_2_10_lag_1,3.4293048e-06
10_2_10_lag_12,3.4287684e-06
6_2_27_rolling_std_24,3.4284858e-06
3_2_20_lag_168,3.4283894e-06
7_1_10_rolling_12,3.4279824e-06
13_0_14_lag_6,3.4278082e-06
19_2_23_rolling_std_24,3.427636e-06
15_2_0_lag_1,3.4270392e-06
17_2_30_rolling_3,3.4269526e-06
7_0_25_lag_24,3.4269517e-06
14_0_8_lag_12,3.4268767e-06
5_2_5_lag_168,3.4263091e-06
4_0_10_rolling_std_24,3.4261539e-06
7_2_0_lag_12,3.4260402e-06
15_0_27_lag_6,3.425566e-06
9_2_21_lag_6,3.4255074e-06
23_1_16_lag_6,3.4254626e-06
5_0_24_rolling_std_6,3.4254624e-06
2_0_25_rolling_std_6,3.4240873e-06
24_0_25_lag_6,3.4240645e-06
4_1_23_rolling_12,3.423871e-06
25_1_19_lag_1,3.4237157e-06
23_1_12_lag_6,3.4236195e-06
1_0_2_rolling_24,3.4235338e-06
11_2_6_lag_1,3.422894e-06
19_2_13_lag_1,3.4228149e-06
10_0_24_rolling_std_24,3.4227623e-06
16_0_0_lag_6,3.4225598e-06
3_2_12_rolling_std_6,3.4217192e-06
1_2_26_lag_6,3.4205636e-06
20_2_12_rolling_6,3.4203858e-06
12_1_14_rolling_24,3.4202285e-06
3_0_23_lag_6,3.4200314e-06
29_2_30_rolling_3,3.4199818e-06
9_0_15_rolling_std_6,3.419854e-06
16_0_14_lag_6,3.4195086e-06
28_2_23_lag_168,3.4188304e-06
15_1_18_rolling_24,3.4186153e-06
29_0_22_lag_1,3.4186107e-06
28_1_21_lag_12,3.418211e-06
20_0_14_rolling_std_24,3.4181405e-06
10_0_0_lag_12,3.4173363e-06
29_0_26_rolling_std_6,3.417319e-06
1_1_29_rolling_12,3.4166114e-06
21_2_11_lag_24,3.4160828e-06
20_2_0_rolling_std_6,3.4154791e-06
3_2_4_lag_6,3.4149925e-06
27_2_21_lag_1,3.4148634e-06
24_2_29_lag_12,3.414827e-06
14_2_26_lag_168,3.4148181e-06
25_2_13_rolling_6,3.4147747e-06
0_0_6_lag_12,3.4147336e-06
1_0_5_rolling_3,3.414659e-06
13_2_11_rolling_std_6,3.414611e-06
21_2_13_lag_1,3.4143538e-06
18_0_28_rolling_12,3.4142404e-06
18_2_11_rolling_24,3.4139312e-06
24_1_1_rolling_12,3.4135314e-06
15_0_1_rolling_24,3.4131122e-06
15_0_27_rolling_3,3.4131028e-06
27_0_28_rolling_24,3.4127052e-06
6_1_1_lag_168,3.41245e-06
6_0_26_lag_24,3.4119953e-06
6_2_7_rolling_6,3.4119782e-06
28_2_19_rolling_std_24,3.4118461e-06
19_1_27_lag_168,3.4117468e-06
2_0_25_lag_1,3.4116958e-06
19_0_22_lag_168,3.4102172e-06
21_2_19_lag_24,3.4097234e-06
18_1_9_rolling_6,3.4092927e-06
2_2_25_lag_12,3.4091306e-06
16_2_20_lag_12,3.4088039e-06
23_0_4_lag_168,3.4083632e-06
12_0_31_rolling_6,3.408182e-06
26_1_23_rolling_12,3.4080288e-06
2_2_28_lag_24,3.4080024e-06
5_0_31_lag_1,3.4077714e-06
28_1_27_rolling_6,3.4076602e-06
4_0_4_lag_24,3.407559e-06
15_2_27_lag_24,3.4074692e-06
19_2_9_lag_12,3.4071406e-06
29_1_20_lag_12,3.4068235e-06
15_0_25_lag_24,3.4059358e-06
16_1_24_lag_12,3.4056636e-06
28_1_18_lag_1,3.4056034e-06
28_0_25_lag_12,3.4055272e-06
13_1_19_rolling_6,3.405311e-06
14_1_27_lag_1,3.4048585e-06
23_2_17_lag_24,3.4041764e-06
26_2_23_rolling_6,3.4037282e-06
4_0_19_rolling_std_6,3.4034074e-06
13_0_22_lag_6,3.40318e-06
8_1_20_lag_6,3.4023826e-06
22_1_4_rolling_std_6,3.40231e-06
5_2_17_lag_6,3.4020406e-06
13_0_21_lag_24,3.401484e-06
11_2_30_lag_6,3.4014545e-06
26_2_18_rolling_24,3.4013472e-06
